Fiscal Year,TIF Number,TIF District,Type,Activity,Amount
2013,T-071,Galewood/Armitage Industrial,Expenditures,"Admin., studies & services",-88166
2011,T-071,Galewood/Armitage Industrial,Expenditures,"Admin., studies & services",-89493
2004,T-023,Goose Island,Expenditures,"Admin., studies & services",-55412
2002,T-023,Goose Island,Expenditures,"Admin., studies & services",-39474
2008,T-023,Goose Island,Expenditures,"Admin., studies & services",-58190
2006,T-023,Goose Island,Expenditures,"Admin., studies & services",-50636
2010,T-023,Goose Island,Expenditures,"Admin., studies & services",-49109
2001,T-023,Goose Island,Expenditures,"Admin., studies & services",-37978
2009,T-023,Goose Island,Expenditures,"Admin., studies & services",-83372
2005,T-023,Goose Island,Expenditures,"Admin., studies & services",-37365
2003,T-023,Goose Island,Expenditures,"Admin., studies & services",-43929
2007,T-023,Goose Island,Expenditures,"Admin., studies & services",-55838
2014,T-023,Goose Island,Expenditures,"Admin., studies & services",-92067
2013,T-023,Goose Island,Expenditures,"Admin., studies & services",-88196
2011,T-023,Goose Island,Expenditures,"Admin., studies & services",-71172
2012,T-023,Goose Island,Expenditures,"Admin., studies & services",-79014
2003,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-11310
2007,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-15171
2001,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-7082
2005,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-10984
2010,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-16927
2008,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-16251
2002,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-4863
2006,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-14819
2004,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-11860
2009,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-14530
2013,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-26962
2012,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-20552
2014,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-29778
2011,T-066,Greater Southwest Industrial Corridor (East),Expenditures,"Admin., studies & services",-17453
2002,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-21138
2001,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-5922
2009,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-36143
2012,T-095,Midwest,Expenditures,Financing,-2320000
2004,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-27798
2005,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-14059
2003,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-24350
2006,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-48608
2008,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-30094
2007,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-23096
2010,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-22274
2011,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-18836
2014,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-13887
2013,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-32511
2012,T-092,Greater Southwest Industrial Corridor (West),Expenditures,"Admin., studies & services",-16239
2008,T-148,Harlem Industrial Park Conservation Area,Expenditures,"Admin., studies & services",-3678
2009,T-148,Harlem Industrial Park Conservation Area,Expenditures,"Admin., studies & services",-8363
2010,T-148,Harlem Industrial Park Conservation Area,Expenditures,"Admin., studies & services",-6541
2011,T-148,Harlem Industrial Park Conservation Area,Expenditures,"Admin., studies & services",-12561
2013,T-148,Harlem Industrial Park Conservation Area,Expenditures,"Admin., studies & services",-8198
2014,T-148,Harlem Industrial Park Conservation Area,Expenditures,"Admin., studies & services",-2548
2012,T-148,Harlem Industrial Park Conservation Area,Expenditures,"Admin., studies & services",-8097
2008,T-144,Harrison/Central,Expenditures,"Admin., studies & services",-10926
2009,T-144,Harrison/Central,Expenditures,"Admin., studies & services",-18826
2013,T-144,Harrison/Central,Expenditures,"Admin., studies & services",-8768
2014,T-144,Harrison/Central,Expenditures,"Admin., studies & services",-10831
2010,T-144,Harrison/Central,Expenditures,"Admin., studies & services",-17371
2012,T-144,Harrison/Central,Expenditures,"Admin., studies & services",-15496
2011,T-144,Harrison/Central,Expenditures,"Admin., studies & services",-12884
2008,T-157,Hollywood/Sheridan,Expenditures,"Admin., studies & services",-2525
2009,T-157,Hollywood/Sheridan,Expenditures,"Admin., studies & services",-7772
2011,T-157,Hollywood/Sheridan,Expenditures,"Admin., studies & services",-14757
2012,T-157,Hollywood/Sheridan,Expenditures,"Admin., studies & services",-81867
2010,T-157,Hollywood/Sheridan,Expenditures,"Admin., studies & services",-23755
2013,T-157,Hollywood/Sheridan,Expenditures,"Admin., studies & services",-27445
2014,T-157,Hollywood/Sheridan,Expenditures,"Admin., studies & services",-21423
2002,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-13819
2008,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-12864
2001,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-14312
2003,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-13687
2009,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-11951
2006,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-10066
2007,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-12968
2010,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-10497
2005,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-8536
2004,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-13483
2012,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-13475
2011,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-11117
2013,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-18134
2014,T-024,Homan-Arthington,Expenditures,"Admin., studies & services",-19860
2007,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-7327
2004,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-7174
2002,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-8277
2010,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-7107
2001,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-6617
2005,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-6888
2008,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-13125
2003,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-7735
2009,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-6772
2006,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-7659
2011,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-5461
2012,T-025,Homan/Grand Trunk,Expenditures,"Admin., studies & services",-7490
2001,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-14271
2009,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-37634
2004,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-25685
2008,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-34963
2002,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-40265
2006,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-44956
2010,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-23744
2003,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-29417
2005,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-30336
2007,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-35635
2011,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-20345
2012,T-026,Howard-Paulina,Expenditures,"Admin., studies & services",-29418
2002,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-3543
2009,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-59200
2004,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-23876
2006,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-35124
2008,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-50222
2003,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-14252
2005,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-40687
2007,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-44809
2011,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-42066
2010,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-50403
2010,T-095,Midwest,Expenditures,Financing,-3086154
2012,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-74836
2014,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-66837
2013,T-108,Humboldt Park Commercial,Expenditures,"Admin., studies & services",-69352
2013,T-165,Irving Park/Elston,Expenditures,"Admin., studies & services",-7046
2014,T-165,Irving Park/Elston,Expenditures,"Admin., studies & services",-4227
2010,T-165,Irving Park/Elston,Expenditures,"Admin., studies & services",-7618
2012,T-165,Irving Park/Elston,Expenditures,"Admin., studies & services",-9851
2011,T-165,Irving Park/Elston,Expenditures,"Admin., studies & services",-6962
2003,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-19679
2009,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-27189
2006,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-131552
2010,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-7718
2005,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-16109
2004,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-21186
2002,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-13288
2007,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-19728
2008,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-19873
2001,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-14573
2014,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-2700
2011,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-8750
2012,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-4249
2013,T-027,Irving/Cicero,Expenditures,"Admin., studies & services",-8694
2001,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-7308
2008,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-100889
2009,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-22659
2007,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-38017
2006,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-54181
2003,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-16511
2002,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-30660
2010,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-25375
2005,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-55265
2004,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-30797
2014,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-34612
2012,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-36665
2011,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-16914
2013,T-057,Jefferson Park Business District,Expenditures,"Admin., studies & services",-31256
2006,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-372534
2001,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-10272
2008,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-273625
2004,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-22263
2007,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-83197
2009,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-100828
2002,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-15517
2005,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-117425
2003,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-30293
2011,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-62347
2010,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-86045
2013,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-110207
2012,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-102773
2014,T-101,Jefferson/Roosevelt,Expenditures,"Admin., studies & services",-110451
2009,T-160,Kennedy/Kimball,Expenditures,"Admin., studies & services",-165
2011,T-160,Kennedy/Kimball,Expenditures,"Admin., studies & services",-9709
2014,T-160,Kennedy/Kimball,Expenditures,"Admin., studies & services",-9135
2013,T-160,Kennedy/Kimball,Expenditures,"Admin., studies & services",-3050
2010,T-160,Kennedy/Kimball,Expenditures,"Admin., studies & services",-5413
2012,T-160,Kennedy/Kimball,Expenditures,"Admin., studies & services",-2655
2005,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-316865
2003,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-252949
2009,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-302833
2010,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-292828
2004,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-211409
2002,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-218487
2001,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-144062
2006,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-265491
2007,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-277410
2008,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-273540
2011,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-314935
2012,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-385629
2014,T-052,Kinzie Industrial Corridor,Expenditures,"Admin., studies & services",-599959
